Roll Number,Name of Category of Admission Test,Marks Obtained
32542,ICS with Statistics Combination (PU-CSS),64
32543,ICS with Statistics Combination (PU-CSS),50
32544,ICS with Statistics Combination (PU-CSS),71
32545,ICS with Statistics Combination (PU-CSS),67
32546,ICS with Statistics Combination (PU-CSS),47
32548,ICS with Statistics Combination (PU-CSS),32
32549,Pre-Medical (PU-M),57
32550,Pre-Medical (PU-M),49
32551,Pre-Medical (PU-M),53
32552,Pre-Medical (PU-M),39
32554,Pre-Medical (PU-M),43
32557,Pre-Medical (PU-M),57
32558,Pre-Medical (PU-M),66
32559,Pre-Medical (PU-M),56
32560,Pre-Medical (PU-M),0
32561,Pre-Medical (PU-M),76
32562,Pre-Medical (PU-M),45
32563,Pre-Medical (PU-M),51
32565,Pre-Medical (PU-M),57
32566,Pre-Medical (PU-M),50
32567,Pre-Medical (PU-M),57
32568,Pre-Medical (PU-M),69
32569,Pre-Medical (PU-M),76
32570,Pre-Medical (PU-M),47
32571,Pre-Medical (PU-M),65
32572,Pre-Medical (PU-M),44
32573,Pre-Medical (PU-M),59
32574,Pre-Medical (PU-M),38
32575,Pre-Medical (PU-M),56
32576,Pre-Medical (PU-M),30
32577,Pre-Medical (PU-M),78
32578,Pre-Medical (PU-M),0
32579,Pre-Medical (PU-M),68
32580,Pre-Medical (PU-M),74
32581,Pre-Medical (PU-M),39
32582,Pre-Medical (PU-M),0
32583,Pre-Medical (PU-M),0
32584,Pre-Medical (PU-M),68
32586,Pre-Medical (PU-M),63
32587,Pre-Medical (PU-M),38
32588,Pre-Medical (PU-M),38
32590,Pre-Medical (PU-M),72
32592,Commerce (PU-COM),47
32594,Commerce (PU-COM),43
32595,Commerce (PU-COM),48
32598,Commerce (PU-COM),43
32600,Commerce (PU-COM),63
32601,Commerce (PU-COM),43
32602,Commerce (PU-COM),39
32603,Commerce (PU-COM),55
32605,Commerce (PU-COM),61
32607,Commerce (PU-COM),48
32608,Commerce (PU-COM),43
32609,Commerce (PU-COM),62
32610,Commerce (PU-COM),54
32611,Commerce (PU-COM),54
32613,Commerce (PU-COM),39
32615,Commerce (PU-COM),51
32616,Commerce (PU-COM),58
32617,Commerce (PU-COM),38
32618,Commerce (PU-COM),56
32619,Commerce (PU-COM),0
32620,Commerce (PU-COM),59
32621,Commerce (PU-COM),57
32622,Commerce (PU-COM),30
32623,Commerce (PU-COM),40
32624,Commerce (PU-COM),50
32625,Commerce (PU-COM),51
32626,Commerce (PU-COM),43
32627,Commerce (PU-COM),0
32628,Commerce (PU-COM),47
32629,Commerce (PU-COM),45
32630,Commerce (PU-COM),27
32631,Commerce (PU-COM),34
32632,Commerce (PU-COM),40
32633,Commerce (PU-COM),50
32634,Commerce (PU-COM),0
32635,ICS with Physics Combination (PU-CSP),0
32636,ICS with Physics Combination (PU-CSP),60
32637,ICS with Physics Combination (PU-CSP),55
32638,ICS with Physics Combination (PU-CSP),45
32639,ICS with Physics Combination (PU-CSP),43
32640,ICS with Physics Combination (PU-CSP),55
32641,ICS with Physics Combination (PU-CSP),0
32642,ICS with Physics Combination (PU-CSP),43
32644,ICS with Physics Combination (PU-CSP),57
32645,ICS with Physics Combination (PU-CSP),35
32646,ICS with Physics Combination (PU-CSP),63
32647,ICS with Physics Combination (PU-CSP),44
32648,ICS with Physics Combination (PU-CSP),0
32649,ICS with Physics Combination (PU-CSP),46
32650,ICS with Physics Combination (PU-CSP),55
32653,ICS with Physics Combination (PU-CSP),27
32654,ICS with Physics Combination (PU-CSP),44
32655,ICS with Physics Combination (PU-CSP),69
32656,ICS with Physics Combination (PU-CSP),78
32657,ICS with Physics Combination (PU-CSP),51
32659,ICS with Physics Combination (PU-CSP),36
32660,ICS with Physics Combination (PU-CSP),32
32661,ICS with Physics Combination (PU-CSP),39
32662,ICS with Physics Combination (PU-CSP),0
32663,ICS with Physics Combination (PU-CSP),58
32664,ICS with Physics Combination (PU-CSP),42
32665,ICS with Physics Combination (PU-CSP),42
32666,ICS with Physics Combination (PU-CSP),47
32667,ICS with Physics Combination (PU-CSP),65
32668,ICS with Physics Combination (PU-CSP),59
32669,ICS with Physics Combination (PU-CSP),31
32670,ICS with Physics Combination (PU-CSP),0
32671,ICS with Physics Combination (PU-CSP),0
32672,ICS with Physics Combination (PU-CSP),40
32673,ICS with Physics Combination (PU-CSP),23
32674,ICS with Physics Combination (PU-CSP),23
32675,ICS with Physics Combination (PU-CSP),49
32676,ICS with Physics Combination (PU-CSP),58
32677,ICS with Physics Combination (PU-CSP),58
32678,ICS with Physics Combination (PU-CSP),61
32679,ICS with Physics Combination (PU-CSP),51
32680,ICS with Physics Combination (PU-CSP),50
32681,ICS with Physics Combination (PU-CSP),47
32682,ICS with Physics Combination (PU-CSP),60
32683,ICS with Physics Combination (PU-CSP),27
32684,ICS with Physics Combination (PU-CSP),56
32685,ICS with Physics Combination (PU-CSP),42
32686,ICS with Physics Combination (PU-CSP),56
32687,ICS with Physics Combination (PU-CSP),0
32688,ICS with Physics Combination (PU-CSP),43
32689,ICS with Physics Combination (PU-CSP),43
32690,ICS with Physics Combination (PU-CSP),47
32691,ICS with Physics Combination (PU-CSP),31
32692,Pre-Medical (PU-M),57
32693,Pre-Medical (PU-M),66
32694,Pre-Medical (PU-M),63
32695,Pre-Medical (PU-M),41
32696,Pre-Medical (PU-M),54
32697,Pre-Medical (PU-M),21
32698,Pre-Medical (PU-M),60
32699,Pre-Medical (PU-M),54
32700,Pre-Medical (PU-M),33
32701,Pre-Medical (PU-M),36
32702,Pre-Medical (PU-M),50
32703,Pre-Medical (PU-M),63
32704,Pre-Medical (PU-M),42
32705,Pre-Medical (PU-M),0
32706,Pre-Medical (PU-M),57
32707,Pre-Medical (PU-M),51
32709,Pre-Medical (PU-M),45
32710,Pre-Medical (PU-M),66
32711,Pre-Medical (PU-M),69
32712,Pre-Medical (PU-M),43
32714,Pre-Medical (PU-M),74
32715,Pre-Medical (PU-M),43
32717,Pre-Medical (PU-M),49
32718,Pre-Medical (PU-M),0
32719,Pre-Medical (PU-M),71
32720,Pre-Medical (PU-M),41
32721,Pre-Medical (PU-M),40
32723,Pre-Medical (PU-M),46
32724,Pre-Medical (PU-M),67
32725,Pre-Medical (PU-M),47
32726,Pre-Medical (PU-M),58
32727,Pre-Medical (PU-M),35
32728,Pre-Medical (PU-M),66
32729,Pre-Medical (PU-M),70
32730,Pre-Medical (PU-M),54
32731,Pre-Medical (PU-M),0
32732,Pre-Medical (PU-M),69
32733,Pre-Medical (PU-M),67
32734,ICS with Physics Combination (PU-CSP),70
32735,ICS with Physics Combination (PU-CSP),61
32736,ICS with Physics Combination (PU-CSP),0
32737,ICS with Physics Combination (PU-CSP),78
32738,ICS with Physics Combination (PU-CSP),29
32740,ICS with Physics Combination (PU-CSP),58
32741,ICS with Physics Combination (PU-CSP),46
32743,ICS with Physics Combination (PU-CSP),69
32744,ICS with Physics Combination (PU-CSP),61
32745,ICS with Physics Combination (PU-CSP),57
32746,ICS with Physics Combination (PU-CSP),49
32747,ICS with Physics Combination (PU-CSP),41
32748,ICS with Physics Combination (PU-CSP),46
32749,ICS with Physics Combination (PU-CSP),43
32750,ICS with Physics Combination (PU-CSP),66
32751,ICS with Physics Combination (PU-CSP),49
32752,ICS with Physics Combination (PU-CSP),75
32753,ICS with Physics Combination (PU-CSP),57
32754,ICS with Physics Combination (PU-CSP),44
32755,ICS with Physics Combination (PU-CSP),50
32756,ICS with Physics Combination (PU-CSP),55
32757,ICS with Physics Combination (PU-CSP),57
32758,ICS with Physics Combination (PU-CSP),46
32759,ICS with Physics Combination (PU-CSP),0
32760,ICS with Physics Combination (PU-CSP),51
32761,ICS with Physics Combination (PU-CSP),58
32762,ICS with Physics Combination (PU-CSP),0
32763,ICS with Physics Combination (PU-CSP),50
32765,ICS with Physics Combination (PU-CSP),37
32766,ICS with Physics Combination (PU-CSP),66
32768,ICS with Physics Combination (PU-CSP),64
32769,ICS with Physics Combination (PU-CSP),58
32770,ICS with Physics Combination (PU-CSP),58
32771,ICS with Physics Combination (PU-CSP),59
32772,ICS with Statistics Combination (PU-CSS),52
32773,ICS with Statistics Combination (PU-CSS),60
32774,ICS with Statistics Combination (PU-CSS),51
32775,ICS with Statistics Combination (PU-CSS),56
32777,ICS with Statistics Combination (PU-CSS),67
32778,ICS with Statistics Combination (PU-CSS),0
32779,ICS with Statistics Combination (PU-CSS),65
32780,ICS with Statistics Combination (PU-CSS),55
32781,ICS with Statistics Combination (PU-CSS),46
32782,ICS with Statistics Combination (PU-CSS),60
32783,ICS with Statistics Combination (PU-CSS),46
32784,ICS with Statistics Combination (PU-CSS),45
32785,ICS with Statistics Combination (PU-CSS),79
32786,ICS with Statistics Combination (PU-CSS),43
32787,ICS with Statistics Combination (PU-CSS),52
32788,ICS with Statistics Combination (PU-CSS),0
32789,ICS with Statistics Combination (PU-CSS),45
32790,ICS with Statistics Combination (PU-CSS),35
32791,ICS with Statistics Combination (PU-CSS),57
32792,ICS with Statistics Combination (PU-CSS),64
32793,ICS with Statistics Combination (PU-CSS),74
32794,ICS with Statistics Combination (PU-CSS),59
32795,ICS with Statistics Combination (PU-CSS),59
32796,ICS with Statistics Combination (PU-CSS),62
32797,ICS with Statistics Combination (PU-CSS),43
32798,ICS with Statistics Combination (PU-CSS),41
32799,ICS with Statistics Combination (PU-CSS),54
32800,ICS with Statistics Combination (PU-CSS),0
32801,ICS with Statistics Combination (PU-CSS),0
32802,ICS with Statistics Combination (PU-CSS),53
32803,ICS with Statistics Combination (PU-CSS),53
32804,ICS with Statistics Combination (PU-CSS),63
32805,ICS with Statistics Combination (PU-CSS),54
32806,ICS with Statistics Combination (PU-CSS),57
32807,ICS with Statistics Combination (PU-CSS),0
32808,ICS with Statistics Combination (PU-CSS),0
32809,ICS with Statistics Combination (PU-CSS),50
32810,ICS with Statistics Combination (PU-CSS),41
32811,ICS with Statistics Combination (PU-CSS),38
32813,ICS with Statistics Combination (PU-CSS),48
32814,ICS with Statistics Combination (PU-CSS),45
32815,ICS with Statistics Combination (PU-CSS),36
32816,ICS with Statistics Combination (PU-CSS),0
32817,ICS with Statistics Combination (PU-CSS),52
32818,ICS with Statistics Combination (PU-CSS),54
32819,ICS with Statistics Combination (PU-CSS),48
32820,ICS with Statistics Combination (PU-CSS),63
32821,ICS with Statistics Combination (PU-CSS),33
32822,ICS with Statistics Combination (PU-CSS),0
32823,ICS with Statistics Combination (PU-CSS),53
32824,ICS with Statistics Combination (PU-CSS),60
32825,ICS with Statistics Combination (PU-CSS),68
32826,ICS with Statistics Combination (PU-CSS),0
32827,ICS with Statistics Combination (PU-CSS),50
32828,ICS with Statistics Combination (PU-CSS),37
32829,ICS with Statistics Combination (PU-CSS),37
32830,ICS with Statistics Combination (PU-CSS),48
32831,ICS with Statistics Combination (PU-CSS),43
32832,ICS with Statistics Combination (PU-CSS),43
32833,ICS with Statistics Combination (PU-CSS),39
32834,ICS with Statistics Combination (PU-CSS),57
32835,ICS with Statistics Combination (PU-CSS),56
32836,ICS with Statistics Combination (PU-CSS),44
32837,ICS with Statistics Combination (PU-CSS),52
32838,ICS with Statistics Combination (PU-CSS),55
32839,ICS with Statistics Combination (PU-CSS),50
32840,ICS with Statistics Combination (PU-CSS),0
32842,ICS with Statistics Combination (PU-CSS),39
32843,ICS with Statistics Combination (PU-CSS),53
32845,ICS with Statistics Combination (PU-CSS),52
32846,ICS with Statistics Combination (PU-CSS),53
32848,ICS with Statistics Combination (PU-CSS),76
32850,ICS with Statistics Combination (PU-CSS),65
32851,ICS with Statistics Combination (PU-CSS),0
32852,ICS with Statistics Combination (PU-CSS),52
32853,ICS with Statistics Combination (PU-CSS),46
32854,ICS with Statistics Combination (PU-CSS),44
32855,Pre-Medical (PU-M),75
32856,Pre-Medical (PU-M),57
32857,Pre-Medical (PU-M),46
32859,Pre-Medical (PU-M),0
32860,Pre-Medical (PU-M),71
32861,Pre-Medical (PU-M),71
32862,Pre-Medical (PU-M),45
32863,Pre-Medical (PU-M),48
32864,Pre-Medical (PU-M),54
32865,Pre-Medical (PU-M),64
32866,Pre-Medical (PU-M),51
32867,Pre-Medical (PU-M),57
32868,Pre-Medical (PU-M),49
32869,Pre-Medical (PU-M),48
32870,Pre-Medical (PU-M),30
32871,Pre-Medical (PU-M),70
32872,Pre-Medical (PU-M),56
32873,Pre-Medical (PU-M),48
32874,Pre-Medical (PU-M),72
32877,Pre-Medical (PU-M),62
32878,Pre-Medical (PU-M),67
32880,Pre-Medical (PU-M),50
32881,Pre-Medical (PU-M),50
32882,Pre-Medical (PU-M),49
32883,Pre-Medical (PU-M),49
32884,Pre-Medical (PU-M),75
32886,Pre-Medical (PU-M),46
32887,Pre-Medical (PU-M),52
32888,Pre-Medical (PU-M),73
32889,Pre-Medical (PU-M),77
32890,Pre-Medical (PU-M),51
32892,Pre-Medical (PU-M),71
32893,Pre-Medical (PU-M),71
32895,Pre-Medical (PU-M),69
32896,Pre-Medical (PU-M),57
32897,Commerce (PU-COM),62
32898,Commerce (PU-COM),51
32899,Commerce (PU-COM),51
32900,Commerce (PU-COM),47
32901,Commerce (PU-COM),49
32902,Commerce (PU-COM),67
32904,Commerce (PU-COM),35
32905,Commerce (PU-COM),40
32906,Commerce (PU-COM),0
32907,Commerce (PU-COM),44
32908,Commerce (PU-COM),29
32909,Commerce (PU-COM),39
32910,Commerce (PU-COM),40
32911,Commerce (PU-COM),50
32912,Commerce (PU-COM),49
32914,Commerce (PU-COM),65
32916,Commerce (PU-COM),50
32917,Commerce (PU-COM),66
32918,Commerce (PU-COM),32
32919,Commerce (PU-COM),27
32920,Commerce (PU-COM),45
32922,Commerce (PU-COM),45
32923,Commerce (PU-COM),40
32924,Commerce (PU-COM),24
32925,Commerce (PU-COM),0
32926,Commerce (PU-COM),30
32927,Commerce (PU-COM),38
32929,Commerce (PU-COM),35
32930,Commerce (PU-COM),62
32931,Commerce (PU-COM),51
32932,Commerce (PU-COM),51
32933,Commerce (PU-COM),38
32934,Commerce (PU-COM),34
32935,Commerce (PU-COM),40
32936,Commerce (PU-COM),46
32937,Commerce (PU-COM),46
32938,Commerce (PU-COM),42
32939,Commerce (PU-COM),32
32940,Commerce (PU-COM),0
32941,Commerce (PU-COM),0
32943,Commerce (PU-COM),42
32946,ICS with Physics Combination (PU-CSP),0
32948,ICS with Physics Combination (PU-CSP),53
32949,ICS with Physics Combination (PU-CSP),60
32950,ICS with Physics Combination (PU-CSP),50
32952,ICS with Physics Combination (PU-CSP),65
32956,ICS with Physics Combination (PU-CSP),57
32957,ICS with Physics Combination (PU-CSP),83
32958,ICS with Physics Combination (PU-CSP),0
32959,ICS with Physics Combination (PU-CSP),55
32960,ICS with Physics Combination (PU-CSP),48
32961,ICS with Physics Combination (PU-CSP),49
32963,ICS with Physics Combination (PU-CSP),41
32964,ICS with Physics Combination (PU-CSP),38
32965,ICS with Physics Combination (PU-CSP),34
32966,ICS with Physics Combination (PU-CSP),53
32967,ICS with Physics Combination (PU-CSP),66
32968,ICS with Physics Combination (PU-CSP),43
32969,ICS with Physics Combination (PU-CSP),44
32970,ICS with Physics Combination (PU-CSP),33
32971,ICS with Physics Combination (PU-CSP),54
32973,ICS with Physics Combination (PU-CSP),57
32974,ICS with Physics Combination (PU-CSP),76
32975,ICS with Physics Combination (PU-CSP),34
32976,ICS with Physics Combination (PU-CSP),63
32977,ICS with Physics Combination (PU-CSP),50
32978,ICS with Physics Combination (PU-CSP),0
32979,ICS with Physics Combination (PU-CSP),37
32985,ICS with Physics Combination (PU-CSP),44
32987,ICS with Physics Combination (PU-CSP),56
32990,ICS with Physics Combination (PU-CSP),50
32991,ICS with Physics Combination (PU-CSP),36
32992,ICS with Physics Combination (PU-CSP),36
32993,ICS with Physics Combination (PU-CSP),47
32995,ICS with Physics Combination (PU-CSP),42
32996,ICS with Physics Combination (PU-CSP),80
32997,ICS with Physics Combination (PU-CSP),46
32999,ICS with Physics Combination (PU-CSP),57
33000,ICS with Physics Combination (PU-CSP),84
33001,ICS with Physics Combination (PU-CSP),80
33002,ICS with Physics Combination (PU-CSP),42
33003,ICS with Physics Combination (PU-CSP),42
33005,Pre-Medical (PU-M),0
33007,Pre-Medical (PU-M),71
33009,Pre-Medical (PU-M),57
33010,Pre-Medical (PU-M),57
33012,Pre-Medical (PU-M),69
33013,Pre-Medical (PU-M),69
33014,Pre-Medical (PU-M),69
33015,Pre-Medical (PU-M),61
33016,Pre-Medical (PU-M),41
33018,Pre-Medical (PU-M),55
33019,Pre-Medical (PU-M),80
33020,Pre-Medical (PU-M),58
33021,Pre-Medical (PU-M),68
33023,Pre-Medical (PU-M),51
33024,Pre-Medical (PU-M),0
33025,Pre-Medical (PU-M),0
33026,Pre-Medical (PU-M),0
33027,Pre-Medical (PU-M),76
33029,Pre-Medical (PU-M),65
33030,Pre-Medical (PU-M),57
33031,Pre-Medical (PU-M),43
33032,Pre-Medical (PU-M),62
33033,Pre-Medical (PU-M),58
33034,Pre-Medical (PU-M),63
33035,Pre-Medical (PU-M),39
33036,Pre-Medical (PU-M),41
33039,Pre-Medical (PU-M),0
33041,Pre-Medical (PU-M),52
33042,Pre-Medical (PU-M),58
33043,Pre-Medical (PU-M),39
33044,Pre-Medical (PU-M),0
33045,Pre-Medical (PU-M),0
33046,Pre-Medical (PU-M),0
33048,ICS with Physics Combination (PU-CSP),63
33049,ICS with Physics Combination (PU-CSP),63
33050,ICS with Physics Combination (PU-CSP),50
33051,ICS with Physics Combination (PU-CSP),50
33052,ICS with Physics Combination (PU-CSP),46
33053,ICS with Physics Combination (PU-CSP),55
33054,ICS with Physics Combination (PU-CSP),67
33056,ICS with Physics Combination (PU-CSP),57
33057,ICS with Physics Combination (PU-CSP),74
33060,ICS with Physics Combination (PU-CSP),52
33061,ICS with Physics Combination (PU-CSP),35
33062,ICS with Physics Combination (PU-CSP),51
33063,ICS with Physics Combination (PU-CSP),54
33064,ICS with Physics Combination (PU-CSP),41
33065,ICS with Physics Combination (PU-CSP),42
33066,ICS with Physics Combination (PU-CSP),0
33067,ICS with Physics Combination (PU-CSP),61
33068,ICS with Physics Combination (PU-CSP),52
33069,ICS with Physics Combination (PU-CSP),63
33070,ICS with Physics Combination (PU-CSP),40
33071,ICS with Physics Combination (PU-CSP),44
33072,ICS with Physics Combination (PU-CSP),53
33073,ICS with Physics Combination (PU-CSP),53
33074,ICS with Physics Combination (PU-CSP),47
33075,ICS with Physics Combination (PU-CSP),90
33076,ICS with Physics Combination (PU-CSP),44
33078,ICS with Physics Combination (PU-CSP),63
33079,ICS with Physics Combination (PU-CSP),39
33080,ICS with Physics Combination (PU-CSP),41
33081,ICS with Physics Combination (PU-CSP),28
33082,ICS with Physics Combination (PU-CSP),59
33083,ICS with Physics Combination (PU-CSP),44
33084,ICS with Physics Combination (PU-CSP),44
33085,ICS with Physics Combination (PU-CSP),44
33086,ICS with Physics Combination (PU-CSP),62
33087,ICS with Statistics Combination (PU-CSS),68
33088,ICS with Statistics Combination (PU-CSS),42
33089,ICS with Statistics Combination (PU-CSS),40
33090,ICS with Statistics Combination (PU-CSS),50
33091,ICS with Statistics Combination (PU-CSS),59
33092,ICS with Statistics Combination (PU-CSS),59
33095,ICS with Statistics Combination (PU-CSS),40
33097,ICS with Statistics Combination (PU-CSS),59
33098,ICS with Statistics Combination (PU-CSS),45
33100,ICS with Statistics Combination (PU-CSS),44
33101,ICS with Statistics Combination (PU-CSS),59
33103,ICS with Statistics Combination (PU-CSS),51
33104,ICS with Statistics Combination (PU-CSS),54
33106,ICS with Statistics Combination (PU-CSS),51
33107,ICS with Statistics Combination (PU-CSS),56
33108,ICS with Statistics Combination (PU-CSS),48
33109,ICS with Statistics Combination (PU-CSS),65
33110,ICS with Statistics Combination (PU-CSS),60
33113,ICS with Statistics Combination (PU-CSS),59
33114,ICS with Statistics Combination (PU-CSS),48
33116,ICS with Statistics Combination (PU-CSS),0
33117,ICS with Statistics Combination (PU-CSS),89
33118,ICS with Statistics Combination (PU-CSS),62
33119,ICS with Statistics Combination (PU-CSS),65
33120,ICS with Statistics Combination (PU-CSS),47
33121,ICS with Statistics Combination (PU-CSS),49
33122,ICS with Statistics Combination (PU-CSS),43
33123,ICS with Statistics Combination (PU-CSS),48
33124,ICS with Statistics Combination (PU-CSS),81
33126,ICS with Statistics Combination (PU-CSS),57
33127,ICS with Statistics Combination (PU-CSS),62
33128,ICS with Statistics Combination (PU-CSS),44
33129,ICS with Statistics Combination (PU-CSS),49
33130,ICS with Statistics Combination (PU-CSS),0
33131,ICS with Statistics Combination (PU-CSS),60
33132,ICS with Statistics Combination (PU-CSS),0
33133,ICS with Statistics Combination (PU-CSS),62
33134,ICS with Statistics Combination (PU-CSS),56
33135,ICS with Statistics Combination (PU-CSS),61
33136,ICS with Statistics Combination (PU-CSS),54
33137,ICS with Statistics Combination (PU-CSS),83
33138,ICS with Statistics Combination (PU-CSS),45
33139,ICS with Statistics Combination (PU-CSS),45
33140,ICS with Statistics Combination (PU-CSS),0
33141,ICS with Statistics Combination (PU-CSS),29
33142,ICS with Statistics Combination (PU-CSS),52
33143,ICS with Statistics Combination (PU-CSS),0
33144,ICS with Statistics Combination (PU-CSS),58
33145,ICS with Statistics Combination (PU-CSS),0
33147,ICS with Statistics Combination (PU-CSS),27
33148,ICS with Statistics Combination (PU-CSS),45
33149,ICS with Statistics Combination (PU-CSS),53
33150,ICS with Statistics Combination (PU-CSS),0
33151,ICS with Statistics Combination (PU-CSS),62
33152,ICS with Statistics Combination (PU-CSS),63
33154,ICS with Statistics Combination (PU-CSS),51
33157,ICS with Statistics Combination (PU-CSS),51
33158,ICS with Statistics Combination (PU-CSS),65
33160,ICS with Statistics Combination (PU-CSS),64
33161,ICS with Statistics Combination (PU-CSS),64
33162,ICS with Statistics Combination (PU-CSS),34
33163,ICS with Statistics Combination (PU-CSS),42
33165,ICS with Statistics Combination (PU-CSS),47
33166,ICS with Statistics Combination (PU-CSS),36
33168,ICS with Statistics Combination (PU-CSS),31
33169,ICS with Statistics Combination (PU-CSS),65
33170,ICS with Statistics Combination (PU-CSS),57
33172,ICS with Statistics Combination (PU-CSS),47
33173,ICS with Statistics Combination (PU-CSS),0
33174,Pre-Medical (PU-M),60
33175,Pre-Medical (PU-M),64
33176,Pre-Medical (PU-M),61
33178,Pre-Medical (PU-M),61
33179,Pre-Medical (PU-M),56
33180,Pre-Medical (PU-M),65
33181,Pre-Medical (PU-M),52
33182,Pre-Medical (PU-M),48
33184,Pre-Medical (PU-M),62
33185,Pre-Medical (PU-M),39
33187,Pre-Medical (PU-M),47
33188,Pre-Medical (PU-M),44
33190,Pre-Medical (PU-M),67
33192,Pre-Medical (PU-M),62
33194,Pre-Medical (PU-M),0
33195,Pre-Medical (PU-M),57
33196,Pre-Medical (PU-M),58
33197,Pre-Medical (PU-M),61
33198,Pre-Medical (PU-M),56
33199,Pre-Medical (PU-M),48
33200,Pre-Medical (PU-M),0
33201,Pre-Medical (PU-M),54
33202,Pre-Medical (PU-M),0
33204,Pre-Medical (PU-M),70
33205,Pre-Medical (PU-M),55
33206,Pre-Medical (PU-M),51
33207,Pre-Medical (PU-M),45
33208,Pre-Medical (PU-M),0
33209,Pre-Medical (PU-M),62
33210,Pre-Medical (PU-M),73
33211,Pre-Medical (PU-M),42
33212,Pre-Medical (PU-M),32
33213,Pre-Medical (PU-M),67
33214,Pre-Medical (PU-M),82
33215,Commerce (PU-COM),47
33216,Commerce (PU-COM),43
33217,Commerce (PU-COM),45
33219,Commerce (PU-COM),55
33220,Commerce (PU-COM),29
33221,Commerce (PU-COM),67
33223,Commerce (PU-COM),0
33224,Commerce (PU-COM),47
33225,Commerce (PU-COM),43
33226,Commerce (PU-COM),41
33227,Commerce (PU-COM),44
33228,Commerce (PU-COM),64
33229,Commerce (PU-COM),51
33230,Commerce (PU-COM),40
33232,Commerce (PU-COM),46
33233,Commerce (PU-COM),33
33235,Commerce (PU-COM),36
33236,Commerce (PU-COM),48
33237,Commerce (PU-COM),62
33238,Commerce (PU-COM),35
33239,Commerce (PU-COM),37
33240,Commerce (PU-COM),0
33241,Commerce (PU-COM),58
33242,Commerce (PU-COM),59
33243,Commerce (PU-COM),56
33244,Commerce (PU-COM),65
33245,Commerce (PU-COM),51
33246,ICS with Physics Combination (PU-CSP),26
33247,Commerce (PU-COM),34
33248,Commerce (PU-COM),51
33250,Commerce (PU-COM),50
33251,Commerce (PU-COM),33
33252,Commerce (PU-COM),23
33255,Commerce (PU-COM),42
33256,Commerce (PU-COM),0
33257,Commerce (PU-COM),0
33258,Commerce (PU-COM),61
33259,Commerce (PU-COM),0
33260,Commerce (PU-COM),0
33261,ICS with Physics Combination (PU-CSP),48
33262,ICS with Physics Combination (PU-CSP),82
33263,ICS with Physics Combination (PU-CSP),56
33265,ICS with Physics Combination (PU-CSP),53
33266,ICS with Physics Combination (PU-CSP),47
33267,ICS with Physics Combination (PU-CSP),0
33268,ICS with Physics Combination (PU-CSP),0
33269,ICS with Physics Combination (PU-CSP),47
33270,ICS with Physics Combination (PU-CSP),0
33271,ICS with Physics Combination (PU-CSP),66
33272,ICS with Physics Combination (PU-CSP),41
33273,ICS with Physics Combination (PU-CSP),60
33274,ICS with Physics Combination (PU-CSP),52
33275,ICS with Physics Combination (PU-CSP),73
33276,ICS with Physics Combination (PU-CSP),0
33277,ICS with Physics Combination (PU-CSP),52
33278,ICS with Physics Combination (PU-CSP),63
33279,ICS with Physics Combination (PU-CSP),75
33280,ICS with Physics Combination (PU-CSP),31
33281,ICS with Physics Combination (PU-CSP),46
33282,ICS with Physics Combination (PU-CSP),53
33283,ICS with Physics Combination (PU-CSP),49
33284,ICS with Physics Combination (PU-CSP),47
33285,ICS with Physics Combination (PU-CSP),49
33286,ICS with Physics Combination (PU-CSP),25
33287,ICS with Physics Combination (PU-CSP),50
33289,ICS with Physics Combination (PU-CSP),38
33290,ICS with Physics Combination (PU-CSP),41
33291,ICS with Physics Combination (PU-CSP),61
33292,ICS with Physics Combination (PU-CSP),52
33293,ICS with Physics Combination (PU-CSP),40
33294,ICS with Physics Combination (PU-CSP),40
33295,ICS with Physics Combination (PU-CSP),46
33296,ICS with Physics Combination (PU-CSP),83
33297,ICS with Physics Combination (PU-CSP),36
33299,ICS with Physics Combination (PU-CSP),52
33300,ICS with Physics Combination (PU-CSP),46
33301,ICS with Physics Combination (PU-CSP),42
33302,ICS with Physics Combination (PU-CSP),56
33303,ICS with Physics Combination (PU-CSP),0
33304,ICS with Physics Combination (PU-CSP),0
33305,ICS with Physics Combination (PU-CSP),59
33306,ICS with Physics Combination (PU-CSP),68
33307,ICS with Physics Combination (PU-CSP),72
33308,ICS with Physics Combination (PU-CSP),52
33309,ICS with Physics Combination (PU-CSP),47
33310,ICS with Physics Combination (PU-CSP),49
33311,ICS with Physics Combination (PU-CSP),49
33313,ICS with Physics Combination (PU-CSP),0
33314,ICS with Physics Combination (PU-CSP),54
33315,ICS with Physics Combination (PU-CSP),45
33316,Pre-Medical (PU-M),48
33317,Pre-Medical (PU-M),55
33318,Pre-Medical (PU-M),55
33319,Pre-Medical (PU-M),41
33320,Pre-Medical (PU-M),0
33321,Pre-Medical (PU-M),0
33322,Pre-Medical (PU-M),52
33323,Pre-Medical (PU-M),0
33325,Pre-Medical (PU-M),64
33326,Pre-Medical (PU-M),51
33327,Pre-Medical (PU-M),62
33328,Pre-Medical (PU-M),44
33329,Pre-Medical (PU-M),42
33330,Pre-Medical (PU-M),56
33331,Pre-Medical (PU-M),0
33332,Pre-Medical (PU-M),44
33333,Pre-Medical (PU-M),67
33334,Pre-Medical (PU-M),50
33335,Pre-Medical (PU-M),50
33336,Pre-Medical (PU-M),51
33337,Pre-Medical (PU-M),52
